Date,XOM Adj Close,JEF Adj Close,TSLA Adj Close,JNJ Adj Close,MSFT Adj Close
4/14/23,115.051659,30.658846,185,164.598099,285.515869
4/17/23,113.713264,31.054831,187.039993,164.429382,288.170044
4/18/23,115.933998,31.124126,184.309998,159.804276,287.740967
4/19/23,115.567177,31.361715,180.589996,161.312897,287.820831
4/20/23,114.64518,31.04493,162.990005,162.355042,285.485901
4/21/23,115.012001,30.985531,165.080002,161.471695,285.136688
4/24/23,117.183151,30.767742,162.550003,162.454269,281.155365
4/25/23,115.517609,30.490555,160.669998,163.943039,274.819244
4/26/23,114.45681,29.97578,153.75,161.402222,294.725708
4/27/23,115.824944,32.084381,160.190002,161.779373,304.16507
4/28/23,117.321945,31.708197,164.309998,162.474136,306.589783
5/1/23,113.683525,31.460711,161.830002,162.374893,304.893494
5/2/23,109.15284,30.312365,160.309998,163.794174,304.743805
5/3/23,107.001503,30.025278,160.610001,161.650345,303.736023
5/4/23,105.127769,28.787836,161.199997,160.915894,304.743805
5/5/23,107.745056,30.005478,170.059998,161.461761,309.972382
5/8/23,108.171356,29.926281,171.789993,161.094543,307.976746
5/9/23,108.201096,29.896584,169.149994,159.843979,306.330353
5/10/23,106.813141,29.718393,168.539993,160.439484,311.628754
5/11/23,104.879921,29.559999,172.080002,159.784439,309.433533
5/12/23,104.870003,29.610001,167.979996,159.576004,308.296051
5/15/23,105.07,30.15,166.350006,158.355209,308.784973
5/16/23,102.519997,29.5,166.520004,158.146774,311.059998
5/17/23,104.82,30.389999,173.860001,157.799408,314
5/18/23,105.769997,30.450001,176.889999,157.293213,318.519989
5/19/23,106.260002,30.389999,180.139999,157.720001,318.339996
5/22/23,104.970001,30.75,188.869995,156.869995,321.179993
5/23/23,106.400002,30.9,185.770004,156.809998,315.26001
5/24/23,107.589996,30.280001,182.899994,156.660004,313.850006
5/25/23,105.660004,30.18,184.470001,154.410004,325.920013
5/26/23,104.970001,30.51,193.169998,154.350006,332.890015
5/30/23,104.040001,30.73,201.160004,154.369995,331.209991
5/31/23,102.18,30.07,203.929993,155.059998,328.390015
6/1/23,103.360001,30.1,207.520004,154.539993,332.579987
6/2/23,105.760002,31.309999,213.970001,156.970001,335.399994
6/5/23,105.290001,30.74,217.610001,158.320007,335.940002
6/6/23,106.150002,31.49,221.309998,158.179993,333.679993
6/7/23,108.529999,31.83,224.570007,158.520004,323.380005
6/8/23,108.190002,31.610001,234.860001,160.259995,325.26001
6/9/23,107.389999,31.74,244.399994,160.009995,326.790009
6/12/23,106.419998,31.68,249.830002,159.899994,331.850006
6/13/23,106.440002,33.02,258.709991,160.740005,334.290009
6/14/23,105.160004,32.82,256.790009,161.559998,337.339996
6/15/23,105.889999,33.23,255.899994,163.729996,348.100006
6/16/23,105.129997,32.959999,260.540009,164.229996,342.329987
6/20/23,102.720001,33.07,274.450012,164.130005,338.049988
6/21/23,103.870003,32.330002,259.459991,163.880005,333.559998
6/22/23,103.300003,31.74,264.609985,165.619995,339.709991
6/23/23,102.400002,31.42,256.600006,165.479996,335.019989
6/26/23,104.290001,31.530001,241.050003,163.630005,328.600006
6/27/23,104.550003,31.940001,250.210007,163.289993,334.570007
6/28/23,105.400002,33.07,256.23999,162.960007,335.850006
6/29/23,106.699997,33.369999,257.5,164.100006,335.049988
6/30/23,107.25,33.169998,261.769989,165.520004,340.540009
